Image,labels
3497a271-1092-461d-9625-7550d057f0fc,6
746b1766-9054-4a0f-a621-befde9218970,12
e1d46282-9cb3-42fb-8b5e-a51fb01102d8,0
890cbe3b-d578-4c1b-b15c-17ad567316fa,7
6dc947f7-602c-401e-8b31-3d75ad1ed202,6
2e33b5ea-c5b5-45c9-bbf6-4018b7f09312,11
79384832-49ff-4df4-bce4-d23991f12a15,9
1dbf5e98-c3aa-4900-8c38-2519d6f8dd8b,2
b08dee0a-7f09-4b24-88ce-6da310a93d1c,9
8c7df3be-aee7-4d9c-a2a2-d9c4526c6624,3
1cc45df8-111d-4d19-b0a1-71a21c000002,10
973e6a23-293c-4228-9478-af1022a2b130,9
285c486a-6be6-4cd5-b7e0-ec294a16e20b,5
0cb72cdc-3205-4db2-956f-804c91ca1d77,8
1f2a4f62-848d-4bc1-a08c-59ed0cc44ff3,3
e59be3ed-3b03-4d3d-99e6-37d8c94f6bff,12
b9b863aa-2034-42be-9b30-ae7a8980bcc7,0
143e35b5-a9b2-483f-b23b-e13d9b160975,3
3740f0f3-03ad-45eb-bba5-8b3382dc0490,5
f8c7620e-a3db-49c3-b439-c3e6b441c212,3
c579b4f6-85a0-4a61-b58c-eca90f7130a7,11
89010628-1e1c-42ae-b3d2-1e84ba23802e,12
3bcda0a7-77d7-4e0a-ad1c-f4768748b9bc,10
cc96a39f-50ff-47bf-98eb-3dab9dfb5da6,12
0fbf1131-c1a0-425d-ae66-04054c2fdb9e,12
6a13182c-ecb8-46f8-bbd5-cfd0ffefaf3a,7
a92e56b7-94fc-41b4-ba6c-f2f224f42bb8,0
0a038673-f0d6-4168-a383-ea547c1463fa,11
0134d871-1c94-4394-904b-967ad1b67c62,0
b7f0aa8c-47e9-4e03-a63b-29e864e723a5,3
fe27910d-b6c8-45fe-a2cc-ad1dad4de8b5,6
d26ea597-1f44-4df4-8fcc-0fcd1d00eb6f,5
77e14ed1-5fae-4101-b0a3-4cb4bed81db0,6
1d954c5e-308b-4a3c-9554-3ec30abba09c,7
0da4a508-e0b3-4935-88fe-5827b6b95af0,4
e0ffd840-fb95-4284-b422-edbafb6848fd,10
d293ceb7-d328-415b-96c5-e5a8ef138fe7,1
059b504a-01d7-4495-913e-e7598445703e,7
b2a8601c-6f00-4018-82fd-924b8b795bbc,11
47a374d5-000b-4a53-9bc6-283b8e619bf0,12
6bddb40b-e70b-48d0-880d-3a03f35cb984,1
ad93d078-afc6-4900-a2d2-61dd52929dc0,10
8c379063-7897-49a6-931c-563e67bc8897,10
ccd30c47-0a83-4527-91e6-e7ecd82ac752,6
ed2bcfb2-31b4-4944-81bb-c94e869f0902,9
a864b242-100a-43e1-b1b6-da3426ac1de9,0
8d66e90f-98c0-485a-bc7d-1846c1bd45e1,2
22402d91-48ed-40d1-a2ab-d970ae92940a,1
dcf082eb-5247-464e-a74c-019cfc38127a,12
1083edbd-f80b-44fe-a3c3-1535b767a31b,6
f74c0684-ef29-4a29-b978-59e51cc82af9,6
75f9aa50-b62f-4d6b-be54-d67d3bb606d0,4
457b52d7-e4dc-49d4-92f1-4994e62486c5,2
421161ea-b710-4d39-94b5-93ea9b6eedf1,10
ccf04729-ec2d-4eea-9768-bda3d42a0dfa,0
7c750a35-e029-4d55-a124-48e61eccd68c,8
ff3c9d98-a2dc-43e8-91f7-f0fc5976b2b8,3
f0c9c00f-e902-4bf1-b6a1-5b85b800200b,7
8bc621ae-e722-4968-8422-ac6e97146a0c,9
559e814e-c882-4c27-ab0a-c09e75c2b6c7,8
42f1c888-60e9-4891-bfb1-4f5347ff0240,9
12202dcd-9de1-4329-9fd4-138a3ff3b0fa,5
cf17449a-3219-46c9-a684-341796af8cd7,8
cebdc8b4-f37a-475e-86fa-844388a6e072,5
c0e33880-f688-4820-8925-a1b808052f8b,10
fc480d06-14ee-4e3a-ac73-3457f8131b89,2
e02b97cf-c617-4227-8957-a3751ebe522b,1
88c81a6c-33d1-4cb9-aefe-812f7da711ce,7
e6c1f3ba-30dc-4398-ae95-7f0d28f698e7,4
a1157228-f817-47fc-9203-1a8c37dde643,12
28b11344-0441-4352-82c8-1c88ea4c4d86,4
4ecb1bdf-e1ed-47a3-885f-e78798a5f085,10
dd918f6c-6776-4f6f-b892-3d43ae093e5a,0
f17ca520-d29c-4ed8-b5c6-4c9915afcb16,11
a68633cb-56da-44ba-8469-d2ba3d7bdfd8,8
d2ac03ee-51b6-4da6-a059-5cc9f9129e8e,0
1eafb68e-246c-4f38-b36c-2ad9c704e81e,8
9ef06882-2f24-4c52-9d30-0389c8a7a785,5
4ca805aa-e556-4c4c-b921-39a1ce0559fc,0
c5f1378b-afee-4dfb-b01a-5b5d80162643,3
5060515a-17fd-4e70-9b51-12971a95c409,5
d5f25bd5-1b98-4bb6-bd88-09ca487953ea,11
67f69a56-bc40-4246-9f8b-5d21ca7ef4c5,3
c7323b48-0fa4-4f3c-bc57-aa32cc6ed04f,4
29a9cc99-d7a9-4043-b180-7e781b36c5a7,2
d24c27ec-9cab-41f8-b369-6b050a8bf4d9,7
cd6d6c82-64c3-4fb0-82d5-8ba426d3b17c,3
5027a084-a7a8-40e1-9f9b-3ba292fd25c1,2
84182fcc-0c5a-47ec-aa7a-638b99f6c738,4
512e35aa-71a4-474e-a0f6-6fcd454ed6ce,6
2fbb8d15-4db1-4ec0-9e17-2afb8421df37,3
2725cbf4-e021-475b-a95d-d78ed702af40,6
631e7f98-5af0-4d89-ae50-bd25a2400023,11
cd5f8f2a-6a3b-4692-a808-f8abe3eb31d7,0
18a56fd0-0aed-4873-93a6-f0a2f7c03a10,7
f3df08bf-64b0-4bb8-8499-60eaaca95f33,8
a0f4fcd1-b38f-47c8-b71f-f9401b4aefe0,7
8c1a2eaa-27ca-4256-802a-1911e40058d6,9
dfb382dc-0a02-439b-be85-849962448014,11
47eddd6b-5cea-4b4b-be48-bafddbbbc504,8
054e9a52-5431-43ea-85b2-1bd9ae91cfe6,6
a352c760-0ea7-45fa-b2a4-e5ce26f97b59,0
8c7c0ec4-bb6b-41ac-b126-959901796a6b,3
89103db6-f8b4-41bd-b03d-8e56a6b72fa9,11
39b7b9d4-bb7a-4b03-b049-617c154dc1a7,6
eaf4602a-c47d-49dc-9eb2-517b29d8e3a3,0
3126cc88-1d1d-43d5-993e-3a94ca105e2a,2
8bf7ff45-0ddd-4911-a947-9f8913e02799,0
c681b345-46d7-4064-a0f3-1264da8ed172,1
fd643eef-3a58-488e-84f7-0bd9d719983b,7
e0df88dd-d579-48cd-9f15-abb6499f9eda,7
94920d0c-685f-4474-9d0c-d9adc3338ac9,11
55cb404a-ca45-4820-8dc7-1dfbe1c238ca,12
552ff18d-c0d4-498f-9927-a43970f2b97a,5
df01ea37-8c4b-480d-bccf-a826dac2d099,6
3b93d114-a15d-4543-becd-eba9fd4c18af,11
ccea15e8-be92-400e-9d67-627deb3a58c5,3
2dfd61c4-c832-4422-b6c9-7b6d4dff9112,1
3d8f3c8d-cc1c-462d-a4d3-00f645d8cc65,7
c0f17d33-fb6d-4a4f-ac3b-941fcb7fa2ec,5
92dac222-a67e-4c99-b75c-b00d2efd7775,4
6021cabe-8170-4704-bf24-3480f73af271,3
22847af4-a9ac-4ccc-9643-bb94c1d5f103,4
786014da-73d4-4c84-b183-5e46bc481eb3,7
bb641697-c5cc-4922-929f-b4fbae336084,0
314faecd-bec5-4576-b200-5ea16ed492b4,2
ea73e14f-c023-42a1-a9a9-1846cf6428c3,3
22f2ffbc-5e06-413b-a2eb-fa9eb9b9d847,8
816880bd-8dfb-4383-850c-269a7758a166,0
168934bf-7e07-42c3-88ca-a0f68dbbcf7e,2
5749be38-da88-4442-9b5e-43de51d292b4,10
fa591820-f909-4f4d-a1b0-06807d44a2c3,9
f84599de-2e2f-4257-827d-06a8256da534,5
0c93f1fc-1fac-4c19-9711-a23dd59874ca,4
5868418f-5f2a-42b2-b82d-d1399eb5bedf,9
1d21b122-e029-45fb-9ecc-658508e6afcd,7
49cd02e0-efdd-4732-9dc1-a85952758bd1,9
3aaa537f-145f-4a4b-850f-198fcdde7b62,2
c10cef69-d98b-415e-a8d2-23e9a83dfbf0,7
cb3a5662-c9e9-4a92-a3f3-cacba4913d8d,7
8e854fa0-0757-472e-881d-ca2d63399c43,9
3ea6f52d-c974-4acc-bd3f-4a2eb23ef40a,3
02c1c864-f798-4c2b-bd72-08ab44730718,0
3ab20a9a-66ae-4ec3-9125-68166c81f2b0,8
59dbdb42-34fb-44e1-a8f1-e0f76d03d6be,11
6114184a-1df6-41b2-be66-85b001aa2a77,5
59fb9a63-c10f-4e4e-83ba-14e1c4780946,2
7fa5e2fc-4ce5-4f40-b993-a3680e0352b7,11
4a31256f-f427-42ba-b43c-92e5e38f1767,11
19b54522-aaa5-41a2-b90f-90d305239970,2
4f07f348-2003-4aa8-b536-4452b6f7b921,7
9247b234-5d6e-43a2-b9ba-10450e84dc53,9
33c8dbd0-39b0-442a-a09e-28a3bc0babca,10
e07140ff-9bb9-4fc4-b156-13335159bbfb,1
cba99bf9-5595-473d-a9e4-557352e49940,8
f7fd5152-b7b5-4031-b50a-a7d625d83be3,8
1d7d7282-855b-4e9b-b0f9-2947cec40ce5,2
bf7c4e03-2515-4817-bb9d-88d38a517fe0,3
d6179152-7bdd-4c89-b72d-50b1513b8556,6
fa098e72-9aa3-49cf-9ad3-a8dc4dc1b94b,11
4c0e7358-f6b4-4d39-a6ec-d8cdb1c61325,11
c3004356-e8af-46fa-b62a-717d3f4a1d98,10
ff22f730-fc67-4b9a-be57-2bc69abf9876,0
3a6d0dee-5b9f-4a43-b3cc-9c34a44c4e6b,7
0547fc99-b783-4011-a82f-8279c27f9a86,11
556d7807-3632-4ae3-98c2-1618853e7496,10
9e18e519-c1fc-4e8c-b28b-b75b638ccadb,5
64f44084-963c-4f41-976e-ff94ab75158a,6
a5d2cda8-27e5-48f4-b0e7-4edb0a542437,7
2bfb633b-118b-407e-8457-3bdb5f0b64da,10
6cf43cde-edb9-471f-9857-5e76650fe92f,9
f9956f24-6111-4729-9133-8dc93749e430,2
a363cc96-2983-4dc8-b4a0-ff4df6b78c4d,8
2831df5c-d8b2-4318-8d2e-7d8e97fc9f8e,3
fef8b3d3-6f53-4f82-8a6e-a4fde2132c7d,7
4a885351-070d-415a-8213-04d0ced63bfc,0
017e9f1a-8862-4ac0-869e-8494543bb18d,12
9a92d637-7c0c-47ed-b3d5-7475040616de,6
70475df2-48c2-4645-be57-9704073d1d86,9
45eaeda1-1ac6-4869-9a25-4b526dc549e1,2
90c7efa5-a74f-47fc-b6b3-6829b9f945d0,4
77fa8339-9ad1-440c-85b0-7b3810e48aa3,4
35b17495-3eb4-4c7f-8c2c-48bbd6d66ab3,5
6651c2a8-89fb-45a4-a08b-3a4736e5a566,5
fc73db6b-c596-4abd-a2cc-a4ec542decfb,11
5db27399-ad1c-4dd5-8ddc-4154e591db63,6
c570416f-5ce4-46b9-943a-31f811ee2bcf,10
ae79ee9a-5a1d-49a3-8993-ed8365b61ab2,6
4791897a-3c89-491b-abdb-39eee9c13cb4,12
2cc11562-80c2-4170-9e87-8b51e92f2374,3
db295ccf-a6f4-4b54-9f1a-303119e62a3b,6
87d159b0-073c-4c58-8c4f-51f6245779ed,7
6d650a9f-790a-46b6-8d18-ab754ead83f8,6
f7cd18c0-b69b-47d0-9f10-cc187cf6fff2,12
bf900beb-bc30-467d-9072-9f0f16e4ab73,6
059265e6-79f3-45c5-a232-1165e711137a,8
b58adbca-dfba-476c-bfae-d1e6dfbb0323,2
574b482d-090e-4845-9cb7-84b35df94cff,6
611aa53d-248f-42bc-b509-513bc7a1f030,3
ce9ca2a8-0415-405c-b032-19aa5a594993,6
2da4d928-a0f8-4be5-a959-2004e201926c,11
55b94d1c-3d47-4df3-8d19-5eda6e2476bd,11
eb93ef47-0e03-4df3-b2b5-f4f2f0e9cf86,2
926c0e7d-7eaf-4483-8530-e08e42ed8927,11
0d4419d9-91f9-4b71-8224-62841bf92eeb,1
9a0b88d2-86ee-40ed-bc18-437a7d0cedb5,2
2a88dbfc-c478-4f44-a692-5599e9f7d561,11
6e55f82f-408a-431a-8137-73da2d438c88,9
0eb98a2e-13e1-4fcf-a7e2-f9389f9cbea6,10
c5b08c61-0758-462a-a591-23ce7f15f56b,4
1823c424-d76d-4ae4-bff9-466ff05c4f3a,0
5f6ebff6-7bad-4057-ae0a-f734b25fb093,6
3a903e82-d8f2-42d1-80f4-ef32f48b216d,9
ed2f3144-6eeb-47a8-855b-76df8774f39b,0
3447fb34-9eeb-4f5e-a871-23fec78f5781,11
109a4898-eb76-4854-8b2c-18ec106089b7,0
0ddd4ff5-dd89-4d4a-8d86-1f9c089a0e2b,7
291a2e2b-c0d6-4fb7-8c2a-ee14c6397d06,0
f4775d17-0fa1-40d2-876c-859faedb827b,10
95f7d188-d33a-49f6-b4f3-5cc9332d21c2,6
1d1af8e7-da6c-4e53-a069-7b3f38dc06df,12
4e227e6b-14dd-4987-aeeb-f2714d2eeb34,11
2f1c02ba-6704-4f74-8b15-61c627e1627a,2
fd06e2a8-cca9-4e9b-86fc-ff7890e25b4d,9
86c07439-a75f-451a-ae38-105c5cc30c29,0
0a7ef72e-850e-4a7c-bcdc-b9f5269a9dc8,11
dfba78b9-a5e5-4c05-a116-ff99d42597f3,11
0dfc1c68-98e2-4e6c-af9e-a6641e50a211,5
49ee0907-e85c-411b-bd6b-b450bce48fbf,11
e784f2f5-55f1-4fc4-98e8-542a3a560a73,4
b3c7295d-fa97-4df3-9f2f-5d068d09f2b0,8
d664c495-b861-4dfd-9e26-741581aa309e,10
455eb6ae-6610-47e8-9185-33186f486c72,5
1f833855-7ff8-4b23-89d6-456c1fba1d13,0
3c85a424-66eb-427d-a681-6c447b4b25b6,7
5e319e6b-8c7f-4b83-90e7-a4138484cb78,2
0382450b-4fac-4ead-b1b7-eb4a13809a02,1
29729006-565f-4095-ad57-3777dfb8e879,0
c702b7de-57e2-44ee-be7c-19130ef82b22,9
a428c5b1-c0f0-4501-bbca-54e37b7ac320,10
55df824e-1175-4f1d-9842-40d008bc5f0e,4
4e065c04-49b6-4fe8-86da-973077db6691,2
ea4093cc-a2b0-4350-8da8-1d167d52d579,2
28fe85cd-1649-4a81-88f7-5e28ea0e97b7,9
e75de9cb-e825-4808-bcf0-394382dcf8f0,11
4e0a28ad-341d-491a-b4f2-7a4956fc42aa,7
cd7a6591-8670-46a0-944c-117a521ec921,4
5d9e5b60-0636-4813-a7e4-dc7429186a18,11
01fdcd7b-9352-46ae-a07b-4ae8b94c0435,1
20f8a232-ce70-4546-89ca-4c3f6c32412a,4
445ad9b9-20f4-42b1-a904-8338710132ec,1
2bc0cf9b-cf30-4521-af6e-1722ecb78fd7,4
3fb1da55-a153-4be2-b450-5075e49a9eb6,9
846f888a-8af2-44a1-bf52-4190d6010bfd,3
c4e6f690-4021-44d0-ae98-1c793476e2bf,9
8f8aaf83-1b13-4a59-b505-adc3d7066c6a,0
2392dacf-4aac-4742-a717-eb7b6975a3a5,4
64f9dbbe-0a38-4013-9de9-4f342dc9d26c,0
8e7d0606-0d0a-4ec7-ae1b-ff5b276ad596,5
da435293-596a-40f8-bf5a-ee943376acf0,5
2a914443-0650-4b2d-b0ed-4a13b9b100bd,0
6b535958-2370-47f3-af77-8ea5acc6ace1,9
ce5b9a49-c38d-4399-83e4-6f877c077655,1
2f682e66-deeb-431d-a94c-2365a0208129,9
9a8d9c15-0abf-4570-850a-730d4da610cc,4
87b8e684-9de0-4348-aa1d-3ff180049fee,7
ed2cc28f-82f2-4919-9803-30c819f72641,0
32e5b4fc-3707-407b-97b8-dd9c85363576,5
ef663b99-1db4-4778-add3-52277f46ee9a,11
dc45fff2-13bf-4dcc-a257-a978bc5986a6,3
e0fd35d7-db61-4594-bae9-8e2daf0be05d,11
ce3d8f53-704d-48ed-a774-6f86f0c5636d,3
71bdfaaa-3c9a-491b-91f1-58a3c705950a,5
3f8b5b07-4cf7-45db-8ba6-919d3fa3e3a8,12
8599d570-867c-44eb-bdb0-0f485e4535a5,9
c16f25b6-70ef-4a40-b9b0-500514783d3e,10
9f24fa3f-c36f-4c96-8617-47835fd10008,7
a98cdfb9-c4c4-4c27-ae1b-248f1c271d9f,3
e8268dcb-87b1-40e4-b3c7-960368b3857e,6
1a7c4683-978c-4fb5-9c01-91fba1bcd18a,9
c98b416e-e020-445d-91a1-d2c5215ee794,10
b5c274de-3d09-4b85-960a-578e5e1aa703,3
cb831005-089b-4f8f-891a-2737ab2fb68b,1
77067235-7b98-4cbe-9c67-a74e47dc7485,10
384c8f48-ff78-48c9-ab33-81076ad0c34d,12
fd4ee67e-35d4-4c33-90f4-7fb4dc183ac9,6
b87315e0-b0e3-467c-b48a-aed9ea103e4f,1
d15b3b8e-a99d-4a4e-823b-5f3cb8b7fc91,6
35f391af-f30a-4150-9333-2b8110fc866a,10
0b6ade6e-5fc2-463d-9fee-cc6526c898f2,8
3cee8b17-70e1-47fd-889a-bad0f817d272,2
a22271d7-6844-413a-9180-9ab5f35b855a,6
95ec81dc-6707-4bf6-9b8b-b07192ecbeea,8
9ae7e3ea-393c-487f-ab83-036d3c3bf366,12
93a9d6e1-5ca6-4b55-b4b7-e2ceec4c721b,7
793608b3-4348-4f95-aab5-0992cbc2e9f2,0
1cd988ae-25fb-4188-a244-714c5036eb3a,7
91c23e64-cd11-451d-a8bc-e037aa6ec937,1
39bbbed5-1800-4a8b-a2b3-d743ca54a7ce,10
79a16f9a-6f0f-4861-ac7d-55fc67514996,1
e806102f-1f36-43d3-9a72-b1b90a227d17,2
cf5cbc87-0909-4e70-b2da-82f506facd3e,9
3d06097e-a0c7-4a22-957d-8f8737eef8a7,2
9f24d864-480e-45fd-a8d0-945a6ff89268,11
76e0058d-a8a4-4366-a215-a67b9ffa2f07,2
7fd20205-385d-43f5-8c95-919a7393cff4,0
628861cb-7bca-4df2-9c2b-111c8d60f4a0,8
d52c99c7-8b98-4ff8-8adf-5483e57a16b2,10
6208977d-2dfe-46f3-aaaa-0ff7e1a9025e,8
05e91080-6bf9-41b5-b877-5f655353741b,5
f7f831e1-be95-4f18-a7d1-5812224eafab,10
21f1384d-ef8f-4461-96ab-bf30a8545755,10
0cc6e75d-781b-4580-b8bf-02ca6833837f,7
2f0fd371-e7dc-41b4-8862-23153f697aee,0
549f5dd8-1b79-4425-a415-a361fb1fde3d,12
5fae3043-b55f-4c4b-8d36-06d5c265072d,2
68a6b67a-a57e-4acc-b6fe-c3ae2123bb06,4
87013b04-bb10-4ce9-b51a-0c8c765a5d65,3
f0105818-0ec9-4b2f-b04e-78b0d55e837c,12
d1be59da-b135-40e0-9940-b16d7ddbf4bd,10
62d04ab9-ee04-47c6-bc59-430d6064346c,10
519bc4bb-7ae9-41a1-a3da-4bd7a91e8f96,9
e6fa3e00-1877-4cef-95d8-a5fc4196a73c,4
c7047e39-3dcf-4d7a-a0db-89977e3a7bcf,9
72ab2cf2-ac50-43ff-88c0-70136a9d8df4,2
9e215030-e68d-4baa-946e-81f61bcee95c,0
a55045e0-5e3e-4fdc-83e8-c64ec2edfb3e,1
34c8c142-088b-4531-a808-65806e31d24d,7
4d050f61-b342-4b1d-a424-08ef24e529e2,3
744f71d3-ad60-49a0-bbde-617f4d8bb302,0
d8ecb168-e8f1-450a-8937-3d6be3af7b9e,2
0ee8a9a3-edb0-4431-be2a-0ee93312c128,0
41c1c572-1316-4902-8c86-eeb601c8b872,9
e99d8f82-5f4b-4967-9178-09f6c8674d87,9
ba22206c-2abe-441a-a093-b40d939310b1,7
e1327c5e-cf44-4cb6-880a-38a6a0b0f8db,12
a4c2ac76-8e64-4274-96d5-b61b7246f9ec,8
2f1eb678-9aa5-41ab-9a0b-d57f9b7935f6,12
6f257a9c-e364-4c80-9a82-11b55ec93297,7
07566343-84bb-4479-ada1-9e9f4d333821,7
41ff9920-6cff-40f4-9d99-9e4475393611,0
c769d00d-c2cd-437a-ab9a-ea1897d4fb54,0
4e68fc25-f721-4826-8a61-c433dc7b8101,11
3004b2b8-ddc9-4397-8db9-c248e1adcde2,11
a8ffc946-72f6-4e64-b484-744b5e92c382,2
cc6227aa-fcac-4963-abeb-05a7459926fb,5
87c68b40-b84e-4995-8665-62d23cfd6156,3
857690d5-cf44-4800-8a05-dd18ae352744,8
fcb76447-3896-4643-afde-83cb52294180,9
2f785377-6588-4e1c-880d-db12ecf225c9,9
aa944f1f-d1b6-4422-996d-87d741374695,4
06fb7ded-792b-4fcb-9ed0-3f07296059ba,10
be0752f6-4c19-4997-b355-f043769c19f0,4
0ab36964-064b-47cd-85d9-8fbcf0afb38c,11
71c7d18a-0595-49cd-acab-9633c615f2a6,12
220395c6-67f2-4796-a7bc-4015702788ef,12
4ef4ade7-2943-4981-9df2-71ee17b53685,3
beb909ff-e97b-4c9a-9b30-82f703568e2d,5
38da272b-7d6c-4089-8faf-16cf0fff582b,3
3428466f-c3d0-45ed-8ba1-c16af4b17b9a,2
fbd3fdf2-b8a2-4c0b-a8c5-0f5e03c11320,8
baee3cc5-79ca-4cfe-af80-2a9015cb6a78,12
2211f555-97c7-4f57-a005-7c5f03daee12,2
c1228070-a9f1-4ac9-ae25-82597a6a8dbc,12
2b60508d-9ad1-489e-a32d-0e2bad3295f3,2
3b42dcc0-5e75-4d26-bb47-fae55cdbeb7e,7
3ae9c44f-2c06-4a8b-961f-b5e02659c4f3,2
98f502ae-6f43-4936-bfb9-63c111d4e0c3,6
7a1b7cec-8951-45a3-a3e9-7c43a9aa1276,8
29db3fff-6e77-49cc-93bc-a148c36b599a,10
3b2d5ac8-4dc8-42f2-81e8-2dc575285db5,5
36b335a0-a748-49d5-a156-2285bdf11091,12
2d85baec-16d5-4d65-ab49-accf40854a85,0
179201b7-c5e4-40ce-9e11-e3b5b385d27f,12
97e7ae28-1b45-4bca-a27c-dea86d19a458,8
56f4f56a-5801-4d9f-bbe7-009d1f8c5742,10
7c7213d9-721a-4141-ab19-b20ee359362a,6
68297bc2-470c-4d0b-b299-784348edaf3e,12
dd161ce8-dfaa-4d7e-8a5f-d076360aae11,10
35ecbf0c-4657-40b1-954b-1b761ebba94b,6
7763c600-64bf-49f8-b644-ce741a8edd06,10
613ba9fe-0d4c-4c1d-a8cb-84f936862d56,6
5246d0e3-f57c-45e8-be0b-5e0330b0f719,12
a3c85f56-d20e-4996-a193-819596cf2d0c,10
df28461f-c61c-4e8a-a2ff-8e33812d721b,0
430e8b6d-ec28-4387-8b78-62982ab97f81,4
e0630760-cc8e-435c-a753-f4d7f5bd9047,6
a8985a6f-7d8f-4eae-9199-60a1fefcbba8,12
61e98cc3-ba59-4831-a8fe-389112ccea29,6
e6a15ef7-e24c-48da-9b2d-196d32f4270e,1
32e1862d-bb72-4a5b-8814-933283b20c86,2
e4613b1e-84e8-43c5-9dd6-c5036ef1000c,3
3353688d-2837-49a7-94a3-e8a688e558de,8
ea00cc91-2553-41ae-a35a-1f5747d5fb52,11
58c75d63-a937-4110-bf5c-9b9b00966ef5,0
b947d6e0-5426-4d6a-8d73-ccd10862f6f0,0
30ea4203-cc60-46fd-9554-5e72ad63c30e,0
ae2054ec-32ab-4e7f-9ad9-53994548011c,1
3aa949d0-bb4f-489d-8987-b8cbd04bbc67,12
417013d0-a2d9-4a54-9d30-249e46b6e5d0,12
66f96179-6c95-43d5-8920-5593cd622e74,8
f133c606-e60e-4944-bda4-9b0e09e0801c,0
fd7dc244-adfb-4803-8035-2af1a36f1842,5
9d05eb45-345d-4167-9714-681daf4cfb15,3
441c05b0-ce85-48ed-bcd4-d139e9206865,7
6843f4cf-5c6b-4e0a-b943-d5ef632f19ee,8
8ee39414-1ead-42fb-8967-13de38c8452d,3
eee73414-4035-4a50-b4b7-390361bb3ba5,5
20cff5c2-2949-4da9-a306-f0c0431ee8fc,4
56503964-a182-4a8e-b518-abf7d85bd558,12
aee8f817-d259-4ecc-b4d3-de01a1a46ca6,9
2cf79ddb-8fc1-4659-ade2-8af49abfd543,11
006949b2-4d73-4344-96e6-d4436d6a43c0,4
ad5939a6-3c3c-453a-82cd-5fb911e6bf7a,8
ce46f5d9-0b09-45d1-b194-d9d468d84c14,9
fd69c55d-4c07-40c7-9ba5-365267e54122,0
79b35431-dae8-4cd5-a7ca-63992b33de51,3
018114a5-997b-4051-beed-f6594be3527f,9
8f5e8e0f-e7f2-4b1f-bbbb-bdb2452d36ec,3
